ID,流动比率,资产负债率,销售毛利率,净资产收益率,投入资本回报率,总资产报酬率,应收款周转率,营业收入,所得税,销售额,经营活动产生的现金流量净额,净利润,资产总计,负债合计,所有者权益合计,COUNT(data)_资产负债率_x,COUNT(data)_应收款周转率_x,MEDIAN(data.应收款周转率.COUNT(data))_流动比率,STD(data.净资产收益率.COUNT(data))_流动比率,STD(data.总资产报酬率.COUNT(data))_流动比率,SUM(data.流动比率.COUNT(data))_资产负债率,MAX(data.流动比率.COUNT(data))_销售毛利率,SUM(data.总资产报酬率.COUNT(data))_销售毛利率,MEAN(data.应收款周转率.COUNT(data))_净资产收益率,SUM(data.资产负债率.COUNT(data))_净资产收益率,MEAN(data.流动比率.COUNT(data))_投入资本回报率
4719,1.6473,79.3245,25.2455,9.3991,3.6625,3.1239,10.5104,9537987619.52,312662924.73,11903029508.7,1741096802.78,641624914.62,37559494498.93,29793878484.76,7765616014.17,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
4720,0.9708,43.2724,29.2835,8.9646,9.4739,7.4762,180.7435,771560516.2,27705900.12,846433714.57,188313548.7,55164625.93,1310162814.22,566939147.69,743223666.53,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
4721,2.7107,36.9416,53.1025,37.7786,37.4079,24.9561,2.6364,264614714.55,5576390.38,240947496.72,50929880.8,83595546.44,417627690.32,154278229.61,263349460.71,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
4722,3.6438,18.3092,30.992,11.126,9.5361,9.3573,9.86,767266906.76,12701787.89,774069042.92,76477713.97,73737061.21,1146436095.96,209903825.91,936532270.05,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
4723,0.978,66.3348,19.0146,7.6538,6.3426,4.9283,2.262,105914702000.0,703705000.0,94340585000.0,6367887000.0,4916936000.0,178099430000.0,118141943000.0,59957487000.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
4724,1.0365,53.5923,22.5082,-9.3229,-5.4481,-3.6255,1.0788,1332398508.95,-34889113.23,1434183895.86,23953431.53,-254390996.68,5225348679.75,2800385825.5,2424962854.25,1.0,1.0,1.0,0.5773502691896257,0.0,3.0,3.0,1.0,1.0,1.0,3.0
4725,1.7618,19.6206,66.5736,7.1949,5.9907,5.4099,2.3905,703871692.07,-35177945.71,541641987.08,199384045.46,249182419.57,4541581899.8,891086046.07,3650495853.73,1.0,1.0,1.0,0.0,0.7071067811865476,2.0,2.0,2.0,1.0,1.0,2.0
4726,1.867,46.096,14.0178,7.3154,6.0278,5.6283,24.598,1039488644.34,-539656.73,947142312.05,-57932585.8,56249433.37,1442343672.67,664863004.66,777480668.01,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
4727,1.1697,50.9583,47.457,12.9744,11.6169,10.2124,3.6003,1019067933.27,35281462.96,1205134027.42,201622734.01,111727034.2,1969200940.0,1003472170.4,965728769.6,1.0,2.0,2.0,,,1.0,1.0,1.0,2.0,1.0,1.0
4728,4.4545,25.171,86.7687,24.613,24.1209,22.3964,8.3052,484961241.57,16325685.09,538494326.76,97966468.33,96917506.66,477994076.04,120315876.94,357678199.1,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0
4729,20.3587,7.7848,42.0866,-0.5811,-6.0777,-4.8743,11.0623,426424363.92,798749.45,421072646.3,-123723951.13,-96762258.63,1494700315.57,116359271.58,1378341043.99,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
4730,1.8052,47.7966,81.8792,-16.9897,-11.5045,-8.419,19.9793,366868804.7,-4487257.14,382366868.15,-53310246.02,-21612682.1,351177470.17,167850868.44,183326601.73,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
4731,0.8165,40.1136,55.3272,4.2329,3.0127,4.9335,10.5971,4780527760.17,514112277.85,4809579781.42,3998538631.09,600746057.36,24748383173.19,9927461382.02,14820921791.17,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,2.0
4732,1.4746,49.9454,27.3165,2.4707,3.0714,4.7533,2.0505,1726142099.18,19272506.9,1631849108.88,-9593532.33,71550612.91,6333192332.63,3163137958.47,3170054374.16,1.0,1.0,1.0,0.0,0.7071067811865476,2.0,2.0,2.0,1.0,1.0,2.0
4733,2.5647,39.3852,27.4447,6.4629,5.6133,5.5658,6.3944,3200527741.09,45789835.67,3236145513.33,79553871.3,158449643.95,4144127162.05,1632171494.44,2511955667.61,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
4734,4.537,10.2978,68.2862,2.6539,2.3138,2.9682,4.8555,745161287.68,5273424.09,795665261.37,29179013.67,36887503.0,1974834851.6,203364479.66,1771470371.94,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
4735,1.7014,41.3898,12.7632,4.1327,4.1425,4.1085,3.5142,2956164759.77,13967237.27,3079529061.32,258629510.55,87687606.87,4196758077.86,1737029300.57,2459728777.29,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
4736,1.6592,41.8047,23.9262,8.4495,8.0568,5.9082,15.9224,1272301684.45,16987918.4,1627505000.49,359454436.72,102187661.55,2128152308.85,889667397.43,1238484911.42,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
4737,1.9375,38.1049,66.3289,17.7939,17.6547,14.0922,37.0668,1777241093.1,61004813.7,2398214068.84,324748214.93,203456543.72,1970288947.07,750777467.24,1219511479.83,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
4738,1.3681,64.9924,34.2482,17.1143,11.632,7.2741,1.7366,510535894.78,6383964.09,442153604.4,25972471.17,46122788.96,841895650.68,547167914.25,294727736.43,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0
4739,2.1328,30.29,33.2768,4.4325,4.3947,3.7415,7.3192,1144513008.61,6783111.74,1258687342.72,76927877.01,34894498.02,1153778616.71,349479835.8,804298780.91,1.0,1.0,1.0,0.0,0.7071067811865476,2.0,2.0,2.0,1.0,1.0,2.0
4740,1.7237,31.7483,47.2496,11.2814,12.8575,12.3163,5.9443,322029099.66,6269032.02,308680633.49,23910454.4,29314358.12,328061518.31,104153836.94,223907681.37,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
4741,2.0537,11.8013,60.1729,0.8434,0.5427,0.7438,57.8416,29515592.33,,31632073.56,6783893.26,653282.19,88197118.07,10408421.78,77788696.29,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
4742,2.1999,43.7343,37.5998,14.0456,13.7521,9.2241,2.5375,455315627.99,3281649.82,439519071.55,25769808.59,46527213.28,616963529.41,269824737.89,347138791.52,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
4743,1.7167,39.8261,23.0716,7.9743,7.4187,7.5658,2.48,569777614.26,5401108.28,451434716.87,-74765210.86,38005018.95,817414936.32,325544280.58,491870655.74,1.0,2.0,2.0,,,1.0,1.0,1.0,1.5,2.0,1.0
4744,2.1746,36.7401,52.6286,22.8173,20.1359,19.1848,1.8843,590948888.29,53164314.67,503950016.97,-30416753.68,171667021.23,1326057825.47,487194375.56,838863449.91,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
4745,1.5701,37.6403,25.8862,2.1293,2.9844,2.6135,3.117,354471216.78,856763.08,308339356.43,34037464.14,10266156.24,782090721.28,294381516.84,487709204.44,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
4746,3.8516,36.68,35.1131,6.9706,6.7535,5.8594,3.5356,219479666.06,2315270.49,289521646.66,32907079.79,21653196.58,514871406.69,188854793.73,326016612.96,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
4747,2.7139,36.2024,40.4351,33.3629,26.6468,24.7317,5.2314,258092322.29,11180792.48,275583905.6,60186034.36,63979165.91,343676572.12,124419265.05,219257307.07,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0
4748,0.4654,54.8203,26.5844,-7.3057,1.9063,0.7796,3.1461,487438097.33,14455301.37,423163382.71,78513662.37,-33745975.1,957886287.66,525115698.92,432770588.74,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
4749,9.7445,8.2308,39.8759,10.1196,10.0402,10.7983,1.6689,339931317.34,13468549.47,328251442.6,118573239.36,82374662.95,918173762.87,75572677.94,842601084.93,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
4750,2.4322,34.925,69.8199,64.349,64.0887,54.6626,33.5446,1500113472.44,87456760.4,1709578573.68,185245693.03,272593465.01,751667792.67,262520003.05,489147789.62,2.0,1.0,1.0,,,4.0,1.0,1.0,1.0,2.0,1.0
4751,5.8811,10.2017,58.5493,6.8473,6.1483,7.4154,1.4318,404040309.75,17916240.47,416793986.78,130914657.23,105885188.39,1740886964.17,177600071.42,1563286892.75,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,2.0,2.0
4752,2.2205,33.9596,69.8542,16.8621,16.2383,11.7511,6.6818,1255047658.5,15643864.51,1444106984.2,133612108.47,121669140.71,1470201183.43,499274354.53,970926828.9,1.0,1.0,1.0,0.0,0.7071067811865476,2.0,2.0,2.0,1.0,1.0,2.0
4753,2.1336,27.2678,63.1544,41.2255,41.242,31.4839,4.6909,129720267.67,3599702.61,124922131.74,19992413.88,34238110.42,190579017.73,51966659.46,138612358.27,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0
4754,1.5632,59.3158,38.2451,12.0772,8.736,6.3565,3.8803,566026003.27,11626143.21,274626979.96,-108744239.86,26629816.28,807144479.03,478763957.68,328380521.35,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
4755,0.8246,64.3136,29.6604,13.6078,7.3654,6.8877,4.6129,3432770953.61,70825935.31,3542683336.13,746436479.19,534009564.41,11662360878.14,7500482157.54,4161878720.6,1.0,1.0,1.0,,,1.0,1.0,2.0,1.0,1.0,1.0
4756,1.909,36.1495,16.9376,0.4717,0.3224,0.502,2.198,1472526169.31,5909979.47,1630499266.22,209287877.33,9169829.05,3461362384.01,1251265896.34,2210096487.67,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
4757,0.8831,62.8244,28.3019,55.0683,54.6919,22.5818,17.5016,784512550.86,11260483.25,764090193.99,105479575.21,82681676.54,461279307.49,289796073.9,171483233.59,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
4758,2.1431,32.4573,42.5961,6.1949,5.4733,5.6423,9.9412,3517032253.56,101151917.07,3795630608.78,304600316.83,364544081.71,8592258987.62,2788816793.04,5803442194.58,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0
4759,3.2715,48.7119,46.8014,16.4786,12.6543,11.5252,57.0159,2715717577.56,260698032.78,2102610463.09,1456658250.62,1104806910.63,12630428765.37,6152526780.32,6477901985.05,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
4760,4.5769,19.1453,89.467,19.4786,17.4689,16.3699,112.7531,1386887015.18,48846610.58,1313868888.82,528201875.88,633934218.67,4130732311.28,790842157.52,3339890153.76,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
4761,1.2127,43.2493,36.2261,17.7469,14.828,12.9561,4.3436,615938010.4,16424673.86,570922424.37,77422851.58,101029928.84,1097237634.33,474547486.62,622690147.71,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
4762,1.6908,57.8371,26.9818,13.5565,7.3815,6.2874,8.705,12702742899.66,113711639.3,14382284922.29,1160233011.13,1663636901.39,43939292417.15,25413191636.4,18526100780.75,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
4763,1.2646,54.8937,61.2771,11.6709,8.3478,8.1737,1.3773,1379664128.93,59963904.58,1072482164.88,329728250.72,339808184.28,7135767947.43,3917088865.42,3218679082.01,1.0,2.0,1.5,0.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0
4764,1.6668,41.0191,26.7643,4.9121,3.9454,4.5949,2.9029,1700106368.49,24749240.68,1739159073.56,414991895.11,153585274.72,5404921478.06,2217048836.83,3187872641.23,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
4765,2.7778,19.1761,43.251,1.6443,1.7135,1.9679,7.7628,579578172.87,4053370.91,724825780.35,48455300.95,18818056.25,1425261539.5,273309936.29,1151951603.21,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
4766,0.9959,54.794,22.9415,16.0128,12.684,7.8407,10.9366,2072935031.88,39788510.95,1608288998.2,219554656.67,128909569.64,2169180565.81,1188581489.51,980599076.3,1.0,1.0,1.0,0.7071067811865476,0.0,2.0,2.0,1.0,1.0,1.0,2.0
4767,2.1404,43.1364,44.4435,31.1114,30.8883,19.901,5.7215,410197320.75,18135196.26,318297644.87,79548643.52,113250463.06,739738671.79,319096910.98,420641760.81,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
4768,3.1831,15.531,26.7011,11.6815,10.8331,11.1,4.046,392513418.49,8434640.18,423442042.92,76383199.88,51650378.2,670838385.92,104188060.67,566650325.25,1.0,2.0,2.0,,,1.0,1.0,1.0,2.0,1.0,1.0
4769,2.5625,22.2939,29.2487,8.9325,8.1103,8.7535,4.0903,1881172770.89,67710295.2,1975505010.64,-118438968.81,426035664.85,6195871008.38,1381301123.34,4814569885.04,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0
4770,1.9101,52.9465,60.9503,12.2182,9.1049,7.5497,8.0871,3243794333.65,399578348.0,3904178306.47,804474007.46,978814383.29,18887604442.51,10000331360.77,8887273081.74,1.0,1.0,1.0,0.0,0.0,4.0,4.0,1.0,1.0,1.0,4.0
4771,5.8082,11.5104,49.8495,5.0541,4.9579,4.7381,1.1849,173900336.44,1149931.82,196468116.81,31584343.07,25439910.73,584124973.01,67235174.61,516889798.4,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
4772,4.0217,24.3719,55.8447,18.9059,18.339,16.3835,1.0677,105321898.14,5506921.02,99097375.68,47956052.92,33309382.12,287783729.77,70138485.05,217645244.72,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
4773,2.7994,33.8632,51.2794,50.5674,50.7948,31.7497,11.5711,154110085.68,481606.77,154812509.74,3617577.83,28913901.38,108500808.41,36741792.16,71759016.25,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
4774,2.5067,28.4316,30.205,20.4215,18.4418,18.8008,7.1731,309279550.53,8248664.39,309636015.19,50535304.96,43303497.7,319843952.04,90936684.26,228907267.78,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
4775,1.6604,53.0198,10.3778,28.4855,25.9957,15.1666,8.5396,5193224430.48,97649285.93,4327185815.6,100717348.18,287840958.7,2667073325.84,1414077782.09,1252995543.75,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
4776,4.8572,19.0083,42.8604,6.736,6.3649,7.1541,0.9398,149941000.43,3866648.74,129796933.54,14869805.58,20613083.08,387988454.5,73749974.14,314238480.36,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
4777,2.8275,24.7414,22.7302,9.5355,8.8372,9.0385,4.1097,2167293686.74,44516881.36,2145126843.84,257384299.49,225787977.79,3179034929.86,786536939.47,2392497990.39,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
4778,4.0811,12.2117,56.7226,9.5002,9.0669,9.5474,7.7113,436272811.42,9096362.53,474951427.05,3328469.56,60904851.34,755842366.63,92301252.01,663541114.62,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
4779,1.6903,21.7217,72.3197,2.4927,1.8834,2.0564,6.141,431204722.02,2159681.98,440414292.31,44008837.84,9008311.02,708468708.65,153891432.09,554577276.56,1.0,1.0,1.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,3.0
4780,2.7178,24.2163,54.4708,2.5861,2.3075,3.4154,1.3343,741355130.12,100652939.97,1783113651.04,89923829.29,121403579.88,6472935974.11,1567506675.6,4905429298.51,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
4781,2.1365,36.463,26.2003,15.9125,12.6661,11.2872,5.792,578035941.16,9390084.62,604987808.33,67031529.91,56281695.42,739390116.17,269603508.2,469786607.97,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0
4782,1.8536,22.6089,32.6448,2.0454,2.4265,4.0371,29.3195,299404615.7,13467046.53,286578147.94,30833741.32,17874622.14,1001559747.4,226442018.71,775117728.69,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0
4783,4.0626,19.143,35.0513,16.4397,15.8643,16.2544,3.5648,1339491099.21,43251831.04,1227881748.67,136763606.67,194420752.35,1728659323.51,330918054.94,1397741268.57,1.0,2.0,2.0,,,1.0,1.0,1.0,2.0,1.0,1.0
4784,4.5379,18.3286,46.8363,60.97,60.7946,63.0047,10.9285,704407372.24,46606520.37,778057298.39,78848853.93,137820776.7,353224603.24,64741136.84,288483466.4,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
4785,3.3106,28.3104,21.8594,1.2577,-0.3088,1.3686,2.476,297771589.29,599218.88,377114155.93,16517247.18,8620098.33,677805079.88,191889088.48,485915991.4,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
4786,2.5466,22.6373,24.3617,2.3541,3.0886,3.1291,3.8819,638394721.78,8214811.12,564547576.43,-104013138.78,37344774.72,1465108611.06,331661647.28,1133446963.78,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
4787,3.8417,9.6854,80.5166,10.9202,11.0953,10.5706,1.6721,829292019.11,23191516.64,857905886.66,233541432.62,669695738.59,7140833046.67,691621642.5,6449211404.17,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0
4788,1.2869,47.9296,20.8707,20.9918,16.7269,11.8629,2.4846,834063459.09,16393281.02,820571234.81,212790356.25,80466056.19,813428122.11,389872835.24,423555286.87,1.0,2.0,1.5,0.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0
4789,1.0572,52.1617,28.2004,6.403,6.5479,6.3483,5.369,5688240059.23,76716035.8,5507964693.42,532506396.52,324064770.64,10844246461.99,5656545626.02,5187700835.97,1.0,1.0,1.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,3.0
4790,1.3298,72.6012,32.2742,,43.0543,,6.2297,1225260342.62,24174919.9,855461931.51,-28721183.24,186464741.24,1582587108.62,1148977171.21,433609937.41,1.0,1.0,1.0,0.7071067811865476,0.7071067811865476,2.0,2.0,0.0,,,2.0
4791,2.3977,26.4493,37.7467,14.0547,13.4472,10.6055,9.9056,830658816.02,9191903.68,954864134.56,28988217.97,76521561.11,1005814009.26,266030361.88,739783647.38,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
4792,2.229,20.7796,68.348,12.1713,11.7521,12.3914,3.307,2680568343.25,155248895.52,2266535976.67,888042780.1,850169479.51,9385461410.01,1950259584.26,7435201825.75,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
4793,3.7853,19.0816,17.7486,0.4279,0.1699,0.242,3.0382,549141829.59,-1232370.49,533430356.66,57695873.89,4351624.22,1282456480.12,244712835.15,1037743644.97,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
4794,2.4856,28.4104,31.8759,22.6176,20.9305,18.5164,5.9729,1758667132.37,39372731.81,1831068081.0,314717543.58,236195346.99,1601064064.58,454868151.07,1146195913.51,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
4795,3.9782,17.6671,46.4608,11.7391,12.4676,12.2562,2.7311,765302136.94,22760888.6,734520596.71,138509269.09,158112936.88,1609982065.56,284437055.87,1325545009.69,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
4796,2.719,22.8119,27.0366,6.3715,6.4419,6.4724,3.1572,663356782.3,11523160.9,554722296.64,47561501.84,73973357.67,1517109434.65,346081820.81,1171027613.84,1.0,1.0,1.0,0.0,0.7071067811865476,2.0,2.0,1.0,1.0,1.0,2.0
4797,2.0253,31.0636,16.8218,3.5731,3.0803,2.8974,4.4658,1900511875.55,20147832.59,1275056151.81,249576352.25,77505240.51,3444996305.72,1070139858.5,2374856447.22,1.0,1.0,1.5,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0
4798,1.3681,67.7844,38.1008,35.846,23.8032,15.0164,1.7018,1377256584.09,58926794.25,462948235.65,-523282959.16,264298937.19,2656390159.09,1800616844.57,855773314.52,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0
4799,0.9312,59.7956,45.5727,17.0851,8.342,9.6505,21.7365,846571090.79,99067005.6,843859061.22,306787015.59,208625572.39,4169839379.23,2493378579.65,1676460799.58,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
4800,1.4832,35.8124,3.6885,-23.8327,-12.2736,-10.3088,2.8182,400884702.27,-2173060.32,553994587.88,318205591.37,-130716484.07,733880740.41,262820298.59,471060441.82,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
4801,6.407,15.5156,85.999,7.3447,6.8425,8.8617,13.5251,718506577.57,140958055.38,723127094.89,187302116.48,436384928.37,6954318268.58,1079001459.28,5875316809.3,1.0,1.0,1.0,,,1.0,1.0,2.0,1.0,1.0,1.0
4802,0.6473,84.2623,10.1678,2.5394,3.5062,5.2459,1.9686,2796575173.98,41964413.24,2771670432.92,-51235004.31,46993342.01,12156319654.59,10243199522.1,1913120132.49,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
4803,1.3395,53.7326,25.3154,9.2475,6.9057,6.7239,5.1473,1669727059.63,12261658.71,1824226580.01,257395638.09,113443815.64,2848452692.14,1530548512.86,1317904179.28,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
4804,1.5328,48.0455,47.7471,36.7653,35.2054,24.307,23.4652,1584136359.37,47020446.67,1772957774.65,265165380.93,284736956.37,1563391721.76,751138906.43,812252815.33,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0
4805,1.4761,65.6304,33.8626,9.2875,3.3988,7.3365,2.2982,1346557251.95,24241520.24,1422627153.7,-385336092.3,37767564.83,4123204851.23,2706073950.32,1417130900.91,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
4806,1.8001,47.2662,22.0856,7.5775,3.9341,5.2226,1.9332,106164757.58,942645.78,68947756.21,-9439498.98,3098154.47,146033069.4,69024309.16,77008760.24,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.5
4807,1.4583,53.2158,36.5847,35.1858,34.4001,18.8328,8.6044,4551025608.04,80033443.35,4564624724.99,485053876.73,374815629.45,2701261110.84,1437498513.44,1263762597.4,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0
4808,3.5234,18.329,32.9437,14.7694,14.3063,16.4197,56.9849,895663827.94,41152176.73,1065932271.83,88593085.27,119536741.52,1033563775.07,189441661.53,844122113.54,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
4809,1.9609,20.1561,18.6838,-8.7149,-8.3686,-6.4003,4.29,794655649.56,9390401.89,787037978.52,38911663.33,-128423930.33,1764325150.14,355619124.2,1408706025.94,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
4810,1.7965,40.5904,18.7101,10.1443,8.079,8.0578,4.6131,655487654.44,11762892.91,571618994.9,78587471.28,62513562.98,1365501919.09,554262531.88,811239387.21,1.0,2.0,2.0,,,1.0,1.0,1.0,2.0,1.0,1.0
4811,0.929,44.4614,39.1303,11.4103,10.113,8.0443,14.064,1107553942.5,4138135.47,1262955523.34,155420554.66,71220345.61,1158629228.48,515143166.02,643486062.46,1.0,1.0,1.0,,,1.0,1.0,2.0,1.0,1.0,1.0
4812,2.6959,26.7005,55.3847,30.8265,29.0633,25.4483,3.2682,1005083476.82,32720476.32,1062134419.37,184434299.1,243286021.5,1243257078.26,331956016.98,911301061.28,1.0,2.0,2.0,,,1.0,1.0,1.0,2.0,1.0,1.0
4813,2.9996,26.5576,22.441,9.5463,9.7792,7.4569,3.328,4165848008.29,25189483.07,3508592242.55,171899142.77,279381754.05,4760970982.6,1264397533.68,3496573448.92,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
4814,2.2528,23.1822,58.7044,11.8314,11.1051,10.9985,5.7289,1964235001.56,68723317.86,1796768209.7,369905148.78,423001471.55,4856094847.29,1125750088.64,3730344758.65,1.0,2.0,2.0,,,1.0,1.0,1.0,2.0,1.0,1.0
4815,3.4758,24.6175,23.6521,6.2491,5.7065,5.0936,2.1763,606451812.65,2364528.98,549481558.15,-491616.54,36186563.05,789485927.16,194352029.58,595133897.58,1.0,3.0,3.0,,,1.0,1.0,1.0,3.0,1.0,1.0
4816,1.6917,40.7882,36.5687,4.2477,4.1262,3.5011,1.4513,755661421.21,11261263.4,995939028.84,152279705.56,62399567.82,2905922859.62,1185272262.58,1720650597.04,1.0,1.0,1.5,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0
4817,1.3185,50.6318,23.8858,5.6576,5.1327,5.2031,2.1675,2593018449.05,28169861.84,2585686306.11,290494115.74,155034911.61,5077119972.06,2570635409.87,2506484562.19,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
4818,3.6298,20.2679,27.4908,12.6728,12.1036,10.7858,3.262,856933382.27,12080311.88,895764551.33,100993010.18,82695269.15,1031252203.06,209013262.22,822238940.84,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
4819,2.517,39.435,19.5341,14.1304,13.7935,10.7875,2.3004,87739385.15,3509377.26,101613643.07,8699762.66,9223989.97,105982503.7,41794189.24,64188314.46,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
4820,0.7979,64.4249,34.8937,36.3792,18.0555,12.2865,12.0897,378213254.46,7411047.62,251522584.56,74690918.98,47072478.07,605680832.73,390209329.63,215471503.1,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
4821,1.5367,52.8575,4.1155,12.0202,7.5095,9.1742,30.744,35993275130.57,145755574.18,38321773465.29,-597031835.7,435558467.51,8220954518.41,4345388746.54,3875565771.87,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
4822,6.4084,11.7235,31.5541,-10.2863,-11.5459,-9.8087,1.1082,136218205.28,-6209213.49,152733022.47,44093079.27,-104580016.44,1122152512.54,131555206.92,990597305.62,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
4823,2.2853,23.2007,34.0737,4.9466,4.7824,5.5701,9.4459,605320593.75,14418160.98,510307460.79,80153534.74,49952914.03,1513706301.96,351190933.5,1162515368.46,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
4824,1.3614,39.4686,13.68,5.6373,5.5479,4.6879,23.5494,2518270937.01,-1178946.49,2673686586.45,-1424933.99,109874999.77,3596844072.42,1419623283.97,2177220788.45,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0
