ID,流动比率,资产负债率,销售毛利率,净资产收益率,投入资本回报率,总资产报酬率,应收款周转率,营业收入,所得税,销售额,经营活动产生的现金流量净额,净利润,资产总计,负债合计,所有者权益合计
3612,1.6878,56.8347,48.2535,15.8975,8.9907,9.4021,2.1656,583488813.42,46261816.67,530802417.4,239673897.93,202658888.27,3568728846.42,2028274641.17,1540454205.25
3613,1.897,33.9752,26.36,12.1732,9.988,10.284,4.1126,727602483.77,10751064.33,528776137.66,-93932005.23,62338605.77,1031610836.4,350492116.32,681118720.08
3614,2.4491,33.9233,49.9973,34.749,30.6067,26.052,3.6883,687399287.48,15251529.99,624570863.69,28253439.82,113634490.42,604829590.06,205178324.44,399651265.62
3615,2.2489,32.3263,60.9249,18.4157,18.2138,16.5451,56.1717,3488800862.97,249469602.26,3905476548.16,891788426.3,779318432.85,6421363351.49,2075788053.29,4345575298.2
3616,2.5111,29.9757,35.6055,15.1479,15.7848,11.4913,1.6878,995093403.7,22147209.84,929955441.2,179060968.89,153356700.97,1657506820.84,496848585.3,1160658235.54
3617,1.0478,40.1785,38.531,-37.513,-24.9563,-22.0432,4.6052,2839790072.06,-82222305.4,3225876816.91,73285213.18,-1691700324.4,6686806472.2,2686656197.53,4000150274.67
3618,1.0761,51.3918,32.9912,,9.3092,9.7257,3.1493,500330100.0,6825300.0,537722500.0,50081000.0,41000400.0,585268200.0,300780000.0,284488300.0
3619,2.0625,42.0781,26.765,8.9255,8.1057,6.0184,1.6465,8470591084.1,28290830.97,9070870277.9,351460807.64,797808664.72,16005650937.1,6734876202.44,9270774734.66
3620,1.0968,49.94,24.1199,8.6231,6.8962,6.603,4.0685,492000878.41,6007993.84,450785154.81,12268664.02,31414039.32,757054925.12,378073088.44,378981836.68
3621,1.3231,53.1661,24.7744,4.1416,4.265,3.1074,1.7025,1485246073.8,-8252837.69,1391798320.28,-152520513.36,96298506.22,4703223115.11,2500521647.62,2202701467.49
3622,2.2539,33.6254,29.9508,19.9456,17.5843,15.9982,4.4486,437301668.81,9708372.75,427862582.07,-47892813.95,70677875.93,615077503.95,206822076.62,408255427.33
3623,1.8742,39.629,16.546,7.4741,7.3552,7.3167,8.3259,5022828212.77,48283563.4,5045604042.19,-234960471.78,336668011.29,6930701393.54,2746568567.11,4184132826.43
3624,5.9787,22.736,90.3358,19.9803,19.0746,18.2894,23.9977,2786497000.62,118864725.71,3136669605.6,766862498.03,644199027.01,4586159245.38,1042709303.68,3543449941.7
3625,1.2889,69.4305,8.6326,7.2922,6.0659,4.582,5.0047,87136358553.83,449330255.74,94666795220.17,1222023164.6,1381471429.76,66674253350.59,46292251257.71,20382002092.88
3626,2.3696,26.4621,42.7454,7.5051,6.9828,6.3617,1.6094,473380806.16,7791481.65,400119624.24,-97615890.42,66291207.07,1228504369.17,325088166.64,903416202.53
3627,1.6312,24.8864,21.2674,3.0949,3.023,2.9547,6.2856,356244410.51,4019305.1,168672383.46,-3116974.51,22416637.11,971535396.6,241780572.75,729754823.85
3628,4.0305,13.531,38.8534,6.6023,6.0127,6.5263,1.9937,1268570583.21,35823090.77,765719397.42,-37218769.9,172878680.93,3364092363.22,455196662.76,2908895700.46
3629,1.6257,44.5337,18.2361,7.9282,6.9121,5.6873,2.8614,1774607107.22,30539599.65,1730098437.98,47443891.5,108619155.41,2543244674.86,1132600277.15,1410644397.71
3630,1.3469,39.9878,32.0344,67.531,51.2066,40.9417,55.7034,13944749595.2,874690912.2,10891605070.33,2553641394.0,2550233014.11,8616497970.75,3445548560.77,5170949409.98
3631,1.8327,45.3869,31.045,16.8663,14.0847,10.1036,5.1516,386577491.3,4212634.56,420975235.1,-5022602.57,36119942.52,480107457.24,217906012.15,262201445.09
3632,1.5353,77.7314,42.4095,-4.0177,2.2605,1.8316,11.1478,2891634687.72,4045386.82,3212466684.37,312331427.6,-56771207.76,7286800347.81,5664133162.97,1622667184.84
3633,1.0537,71.7428,25.0244,19.1639,12.6395,8.3869,3.8027,8842902042.14,129825733.84,5328536305.85,115712180.21,799405900.33,16384832410.98,11754940615.42,4629891795.56
3634,2.7718,22.0392,47.9196,14.1408,13.9387,13.0121,4.2156,545340468.73,20845595.48,431579736.59,116917862.05,122057455.81,1164744005.91,256700076.76,908043929.15
3635,1.8207,38.6081,54.7668,40.7777,36.5237,31.4994,3.9072,5228307728.17,240851223.48,4044740342.44,585590195.31,1451366528.14,6810177205.39,2629278309.56,4180898895.83
3636,0.726,69.3182,14.5113,5.694,5.1971,4.9196,20.9681,7868298403.33,40402043.46,4990114275.91,492916401.68,168217564.51,10372124476.84,7189771529.27,3182352947.57
3637,3.7917,20.7032,38.1799,,20.8895,16.0364,4.3013,340083174.58,10966152.04,317672439.62,56058100.43,63046984.76,406223650.33,84101381.15,322122269.18
3638,1.7766,45.613,25.8884,37.6851,24.9778,24.6235,6.1792,386144083.35,8333303.36,371171789.17,15012577.0,44247194.59,263658692.89,120262658.33,143396034.56
3639,1.9008,36.6578,20.8007,10.3218,7.9822,8.2111,3.6379,1025505519.08,33969677.96,839175020.38,86104571.21,103860219.38,2047575162.62,750595861.69,1296979300.93
3640,1.9561,42.4466,14.7359,9.1068,8.3425,7.7577,5.7706,1325482378.73,5929006.92,1485835389.77,59043514.93,57830849.86,1335083069.49,566697822.77,768385246.72
3641,2.3367,32.1861,31.0629,36.4258,35.8048,27.6521,6.2404,558742657.58,15690827.82,544296392.95,64151747.72,98441095.74,471327566.95,151701749.1,319625817.85
3642,1.5788,50.0873,5.2172,2.4145,3.0867,3.2185,6.5699,8266947606.46,27801381.04,10564883541.05,-144759278.38,66627239.12,4365844115.92,2186733018.07,2179111097.85
3643,3.7012,25.7092,52.0123,-14.9942,-15.0487,-10.3331,8.3824,113926440.11,,125585193.0,-4367363.12,-8819416.38,85198067.68,21903714.89,63294352.79
3644,2.323,32.7055,23.9424,16.8338,16.4596,11.8518,6.1001,586329656.31,9552903.75,572406410.5,21779150.61,59505133.62,579107902.26,189400036.0,389707866.26
3645,1.1009,43.902,14.7415,9.7019,7.4049,7.7723,16.3639,14763348003.42,202980587.43,17100994154.1,1397513039.26,720433039.73,14072870309.59,6178275033.3,7894595276.29
3646,1.3309,68.4506,7.973,3.2744,4.4022,4.3163,1407.3229,10656583961.06,42343659.56,12570027738.24,-54227355.61,132588215.39,11719662468.15,8022184404.23,3697478063.92
3647,2.0836,36.0406,33.6849,10.5625,9.5963,11.2822,1.9656,920516544.08,32648926.96,866600734.66,-63252228.78,106580705.63,1569390653.6,565618292.89,1003772360.71
3648,1.6698,44.5793,28.6012,16.0838,14.2085,12.287,5.4574,245693767.38,4063890.12,81620770.03,-2569252.16,27233577.73,313729898.27,139858466.73,173871431.54
3649,3.4391,19.7751,39.8252,13.5801,13.0528,12.5476,5.2359,4183391623.06,95002832.89,3744811575.58,798144562.32,750885001.27,6911400032.53,1366733586.17,5544666446.36
3650,2.0639,25.7649,30.9932,8.0945,7.8724,6.7766,1.6941,1090924384.54,9552046.09,1016298793.51,100567064.79,121090420.53,3140722347.62,809205168.43,2331517179.19
3651,1.416,49.8475,26.5685,8.6123,8.0763,5.7905,4.5813,6421723025.91,88881060.79,5901484221.45,-176633273.78,460538564.37,11186650701.48,5576266356.78,5610384344.7
3652,2.0441,50.0599,72.1157,21.005,16.1627,14.7614,123.0147,3334572281.03,394530589.85,3950892216.09,2808043117.36,1031137706.7,10893040699.04,5453049119.2,5439991579.84
3653,1.9196,43.2434,14.0492,16.4534,14.9091,10.9446,30.7241,1329721740.56,13121024.33,1459899562.08,79441094.22,73692683.59,946733810.11,409400282.9,537333527.21
3654,1.6589,33.09,32.7528,4.7128,4.1984,4.6006,1.0494,1879568779.0,57373475.97,1139438321.72,143356179.27,288045015.21,9771383297.03,3233347238.88,6538036058.15
3655,2.8634,33.4257,96.2684,6.7205,5.3514,4.7679,4.0474,147688982.21,1001990.47,160564174.9,22782743.04,31164799.98,716339042.46,239441334.74,476897707.72
3656,0.951,85.2057,22.3298,-2.4052,0.6986,0.3202,1.6134,6171099437.45,-10258082.59,7444739020.66,432685475.99,-52307646.11,14522919517.25,12374348934.5,2148570582.75
3657,2.7415,24.0653,16.5632,23.2796,21.4949,20.2697,169.1716,1523618205.94,19870332.48,1184245301.2,154742600.07,134932978.56,834540536.79,200834867.92,633705668.87
3658,6.4337,13.0297,75.4792,15.3376,14.3833,16.0991,4.9279,818049234.26,61794861.62,909009516.17,343421106.75,222268850.52,1883048535.55,245354698.53,1637693837.02
3659,4.0707,19.1009,33.0136,12.395,11.5884,11.8547,11.2953,1008714515.86,26581222.05,1061301304.89,234116848.19,172184765.2,1814418072.2,346570556.79,1467847515.41
3660,2.6927,26.1213,32.2037,19.8922,19.8543,19.4347,12.616,675123540.03,14408334.11,788738493.06,45947783.94,39635195.46,274470198.18,71695175.97,202775022.21
3661,1.9532,31.5676,36.0064,9.2574,8.321,7.3873,2.689,2237019731.81,55587241.04,1746201048.23,112629422.03,400093406.64,7531845067.79,2377622062.79,5154223005.0
3662,1.6257,55.1514,41.1155,3.3695,1.2625,1.1886,1.8679,607857521.79,-8468064.22,550751170.21,-3235178.77,19123246.17,1263333466.91,696746496.02,566586970.89
3663,9.7459,8.0086,40.4442,17.7711,17.1759,17.8637,7.2426,375411280.69,14337562.07,372478045.35,96109559.05,85924989.08,756245017.73,60564889.03,695680128.7
3664,1.3617,60.6137,24.1565,16.8715,15.986,11.5453,1.1268,1360449172.5,17503187.8,1048536646.61,-18788372.67,117576441.48,1920952216.57,1164361030.19,756591186.38
3665,5.1331,11.4897,33.6716,16.1589,15.808,18.1564,4.7788,299395003.17,8236105.64,305941911.88,43957992.79,47056649.54,345966879.23,39750590.51,306216288.72
3666,5.7687,16.021,75.0978,50.0955,47.1651,48.7227,15.1853,11650954412.81,1299804111.72,13115175406.3,5714253829.91,5988254686.86,16091379185.05,2578007024.01,13513372161.04
3667,3.8857,42.9489,34.9603,-29.3172,-17.9032,-15.3191,1.1661,112684305.11,621728.01,75465803.32,5041325.62,-264582517.75,1397739483.7,600314112.13,797425371.57
3668,2.384,40.9189,26.076,5.6727,5.4393,4.0106,2.1793,299913674.33,1340585.93,354728153.73,-27545656.0,15983501.62,485108859.21,198501134.96,286607724.25
3669,0.9974,78.927,9.2427,1.6123,2.1273,3.3133,42.0825,70485148223.0,418242892.0,88893655565.0,-2488872940.0,194278589.0,63530854942.0,50143002884.0,13387852058.0
3670,1.6028,57.0163,40.0578,44.5992,43.775,28.1664,8.1766,572712421.58,58695396.5,690045277.93,138229202.97,136037868.09,871744340.23,497036794.65,374707545.58
3671,2.5301,28.5687,50.5318,13.5934,12.2198,12.1809,2.968,236483909.83,5102230.41,181274846.34,38400382.35,42769435.12,497646285.44,142171021.59,355475263.85
3672,1.4076,62.8335,28.8561,7.9459,7.759,7.093,1.887,1766370972.14,27176203.99,1071942388.86,-430024950.2,164542498.79,4247719886.74,2668991703.13,1578728183.61
3673,0.9401,67.0759,16.6284,15.6493,10.4697,7.6379,5.3617,3416328472.79,21131641.44,3059353830.69,294157858.09,167698786.67,4003441058.86,2685343873.93,1318097184.93
3674,1.6243,34.9254,18.3333,6.8346,5.6214,7.2005,6.5403,2280614014.38,42550139.19,3875893796.96,105793596.64,118089401.48,2825437798.49,986795025.51,1838642772.98
3675,1.5293,55.9441,30.6218,21.4672,15.0831,11.6442,2.8999,55821504000.0,1246757000.0,59645469000.0,10526899000.0,6303487000.0,73774723000.0,41272610000.0,32502113000.0
3676,3.1385,23.6019,4.7713,4.2294,4.2965,4.4917,89.5999,4319899403.22,9916969.34,5046667969.83,133989876.34,40285778.36,1239744646.86,292602853.05,947141793.81
3677,3.8452,15.2157,37.366,18.2031,17.7597,18.5498,3.467,2994925507.23,107230417.83,2389402351.92,423817801.0,675424506.95,4604139214.51,700550664.55,3903588549.96
3678,1.5002,43.6743,25.3063,9.2564,7.8364,7.4788,3.0881,1119947778.83,20190967.59,1115948791.88,15721460.41,80075873.1,2000375557.02,873649462.74,1126726094.28
3679,1.4502,68.2427,32.6287,26.6997,21.8942,10.1598,2.4646,683510012.07,11282972.6,471514730.3,47139423.26,54466463.4,849221503.78,579531575.45,269689928.33
3680,1.5889,38.7461,42.1683,6.4375,6.002,5.4488,1.962,811195135.4,14104999.64,687833712.48,54262100.61,98910238.15,2609771239.21,1011184617.65,1598586621.56
3681,1.785,35.2798,34.3565,20.8232,18.8401,15.6315,3.2001,420832470.6,9077707.91,375027515.7,78811275.51,63497120.7,494616420.16,174499607.53,320116812.63
3682,6.1543,12.4337,35.7525,7.5393,6.9934,7.248,3.0966,658762479.31,22675293.61,604045091.24,113578483.16,131898494.52,2222874191.48,276385643.47,1946488548.01
3683,0.4814,67.7999,17.1946,5.3304,4.8628,3.8028,42.7185,3624436648.65,23872172.77,4229443918.16,13590935.76,70156301.75,4159089870.65,2819859027.97,1339230842.68
3684,4.885,19.2447,54.5018,14.349,14.2167,15.4945,12.5257,1963559788.17,102268527.35,2385386439.34,161468480.27,309483124.58,2830900739.81,544797353.43,2286103386.38
3685,2.5424,27.3151,46.3848,8.3655,8.258,6.9521,4.0193,746324814.69,4307477.19,691613018.33,83167651.56,73435932.27,1234973245.02,337333804.01,897639441.01
3686,0.6344,72.6515,65.0936,-127.6432,-89.5828,-58.2838,4.0555,2598811185.25,126971480.87,2358517919.83,275295304.66,-6977958529.38,8569918298.38,6226176555.87,2343741742.51
3687,1.1908,62.969,10.2068,9.0626,4.0347,4.7357,33.3824,167073521000.0,1185185000.0,196762032000.0,2254957000.0,5516940000.0,169420625000.0,106682549000.0,62738076000.0
3688,1.1171,39.4086,42.8476,24.1647,21.4964,20.1591,10.1478,1020652942.83,35542577.35,704342872.59,65388105.98,225174133.27,1687653395.99,665080158.63,1022573237.36
3689,1.8241,44.5587,3.8124,4.1758,5.6105,6.7163,6.5661,5757561169.07,11458504.66,6432958679.12,-19706463.28,47794207.86,2075344202.26,924746687.11,1150597515.15
3690,1.4197,60.5212,30.1081,23.4398,19.4895,8.7231,233.5842,6670651590.72,-10382860.71,8887251559.36,524143711.47,275966307.91,3345535801.56,2024759734.56,1320776067.0
3691,2.9347,31.1786,55.121,26.8308,26.8665,21.1753,2.8237,217177082.76,8645648.15,190530776.25,7817755.65,50410039.87,301143891.95,93892348.29,207251543.66
3692,4.8327,13.3071,21.2031,0.7306,0.2516,0.7668,1.3163,169449585.49,799473.78,198494077.45,26726706.99,3656638.41,577710052.15,76876243.99,500833808.16
3693,6.1779,22.0261,33.2896,-32.2509,-29.788,-26.1321,0.7695,2927573.86,-1213291.61,28861135.72,-516951279.6,-722854183.06,4250320852.42,936178466.32,3314142386.1
3694,7.5621,12.0775,94.9807,34.9323,34.3254,36.0625,1.5602,122369993.69,8656304.22,91274182.81,16485485.78,50953001.39,190971587.98,23064564.49,167907023.49
3695,0.6322,59.1292,45.6604,45.739,26.8583,22.2668,163.6635,2201388649.24,119792150.22,1403100717.34,403412016.33,670805213.37,4423485187.39,2615573011.81,1807912175.58
3696,2.2525,47.6138,31.9681,4.5295,4.0378,3.6715,2.2217,1417384346.38,16975608.59,1306487011.71,-11409370.8,119214567.6,5397280499.11,2569848866.55,2827431632.56
3697,1.0738,64.9527,14.3958,5.199,5.1941,4.7048,14.0335,4870971684.44,11984614.07,6572523227.19,545231562.18,184612181.42,10424942452.23,6771280450.99,3653662001.24
3698,4.9996,20.178,36.3699,23.1938,21.8522,19.5415,4.2933,274490663.1,4002477.1,203042996.57,38607654.6,47484181.87,281354866.76,56771741.86,224583124.9
3699,0.6248,58.4049,37.5163,16.0439,9.6235,10.775,9.0727,939159562.18,20662453.52,1047949618.32,132529861.61,63941847.75,1018136908.19,594641999.95,423494908.24
3700,2.148,20.9511,42.5237,7.1699,6.766,6.4289,1.9399,449006748.75,6756445.65,380370139.53,24702342.37,61334145.44,1565662765.9,328023085.95,1237639679.95
3701,0.7736,51.9111,20.1118,29.7407,20.8965,16.043,63.6977,43646788888.3,1169096260.21,45022934949.13,4938472682.58,4740890937.02,41194585952.13,21384568745.37,19810017206.76
3702,1.2381,44.0577,12.627,9.1447,8.4631,7.0433,69.8364,9167576908.14,80661741.55,10563845129.57,233713097.91,270936234.82,5225584313.51,2302269882.08,2923314431.43
3703,0.7502,66.7929,37.7474,13.8603,9.7751,6.5572,37.3177,17960355449.1,247637827.65,18567229639.27,769752007.32,846038009.0,24528058756.93,16383005641.89,8145053115.04
3704,1.3527,63.9249,29.4259,35.5934,31.3417,14.3809,3.8517,658584896.13,16000869.35,343222144.49,-9094872.71,95231042.79,874363722.49,558935827.42,315427895.07
3705,3.7842,27.4455,48.0796,12.7083,11.0338,11.8153,3.2528,3025410050.26,111408591.98,2755976162.19,376894159.4,562290334.35,6453658450.06,1771241509.11,4682416940.95
3706,1.851,42.57,25.4282,8.5701,7.5481,5.8202,1.7871,594732319.59,7524506.36,401232001.96,102617330.4,64521545.68,1417734729.5,603529165.11,814205564.39
3707,3.7175,24.6962,20.6257,6.5406,6.2056,6.101,44.9816,2602721177.88,32175436.29,2024543781.65,45075966.83,214944490.08,4491714464.86,1109283032.27,3382431432.59
3708,1.0416,49.0031,11.425,6.0924,5.5244,4.5632,13.6355,9583475390.22,59618901.46,7936453615.94,677243941.24,317000315.36,14021769567.34,6871101352.24,7150668215.1
3709,3.2907,22.2205,53.854,42.2487,38.1298,35.8686,5.3454,201117961.92,9287746.18,198578428.84,41264863.0,51186930.36,210486101.89,46771090.23,163715011.66
3710,1.4675,60.9301,26.7761,14.4711,11.267,6.9786,1.3702,900068896.43,-4221263.15,424488386.34,-193376096.88,94257068.33,1762898731.95,1074136156.5,688762575.45
3711,1.439,33.8254,57.3122,7.9146,7.9502,8.5231,2.9581,2332822937.71,80955478.26,2284531536.34,493063071.75,388792583.29,6967349703.38,2356734103.41,4610615599.97
3712,8.6074,15.2288,46.5234,17.7952,17.2156,17.0973,5.2558,230314837.21,8895562.17,228027852.14,47142558.98,60196842.68,565057713.65,86051315.82,479006397.83
3713,3.0566,17.8431,34.2677,12.58,12.2667,11.105,3.5624,551997145.61,10596621.18,607415373.6,97777215.56,91386447.31,939831980.44,167695292.64,772136687.8
3714,1.2657,36.0478,69.1371,2.6622,3.3194,3.8423,4.6917,938927986.26,10379470.25,855649605.51,40103878.52,30894486.27,1518593270.43,547419290.35,971173980.08
3715,0.7203,71.4431,79.0332,,18.7096,11.5029,3.238,615840135.44,15226106.18,538153026.38,64810282.72,59391649.85,743203940.23,530967737.62,212236202.61
3716,4.3239,17.312,36.2841,-1.1469,0.1085,0.9246,1.5098,451438322.09,10742263.4,660065946.12,389106914.29,1255476.79,2491384955.18,431307626.05,2060077329.13
3717,1.859,36.938,23.242,0.9602,1.1088,2.7191,5.768,1415016689.37,43246300.07,1243997934.62,293094049.65,21817263.9,3581986748.1,1323115707.05,2258871041.05
3718,0.9904,71.0228,5.9306,-33.8565,-24.6492,-12.5276,4.5827,5697733562.22,-105805521.93,6510330077.28,24078287.58,-481043100.27,4125822404.75,2930276337.14,1195546067.61
3719,2.4504,19.1729,7.3227,1.3288,0.3065,0.8237,2.7753,159841987.18,4685059.41,186234531.68,-8332831.92,2068937.77,839088738.22,160877456.58,678211281.64
3720,2.112,28.4895,34.9988,8.7471,8.5756,7.1231,1.7716,1002076417.42,14491421.69,987231853.63,-82205187.66,129282901.03,2202631796.57,627518409.73,1575113386.84
3721,2.6179,33.1703,34.8012,8.2155,6.8705,7.7497,1.1484,153247131.32,2209037.97,103694596.29,1208669.41,12868989.05,304205220.42,100905859.08,203299361.34
3722,1.4603,64.1928,12.8151,16.1567,14.9549,8.0003,2.7641,7055220884.53,87858419.09,7590573335.44,366451822.35,257854780.16,4412353888.12,2832415012.35,1579938875.77
3723,0.5259,65.0821,54.4863,-4.2357,61.2321,3.9906,12.9641,2851110839.32,89052687.64,2890877731.61,477898522.24,-96620231.11,16397723933.84,10671986493.28,5725737440.56
3724,1.1831,53.7148,25.858,3.5025,2.561,2.7444,4.4641,2599805100.81,38898707.47,3063147306.85,142231147.79,118571350.46,7584850019.6,4074187241.4,3510662778.2
3725,2.0688,45.2385,28.7873,63.4998,63.4073,40.7483,8.0157,3051250421.0,74324393.0,3500794232.0,424837592.0,307587781.0,1277151953.0,577764733.0,699387220.0
3726,1.6679,31.3111,31.7711,8.6061,7.8062,6.6995,2.6393,881022368.14,16901267.58,676746229.93,137087581.18,99625116.57,2084243883.47,652600457.23,1431643426.24
3727,3.133,14.0984,43.4745,20.7571,19.7526,20.0331,10.6873,641329293.31,23220212.65,551859280.63,122953535.32,139687208.0,979132301.37,138042019.0,841090282.37
3728,2.7078,26.7118,0.8981,1.5593,1.794,3.0064,20.5353,16035871981.86,20823039.42,22634433011.23,697631331.33,92486499.28,5627374062.93,1503172323.93,4124201739.0
3729,1.6746,48.8215,24.5557,6.9052,6.1641,4.3444,2.2511,2550582514.8,17198105.1,2554391338.56,-22908771.33,106852103.96,3570101510.91,1742978541.98,1827122968.93
3730,22.1069,3.8673,65.6421,21.8304,21.6414,22.863,13.8432,168626428.24,6579506.21,160048424.51,44376958.32,61921213.01,426339937.19,16487726.31,409852210.88
3731,1.2971,33.0927,43.6701,11.2511,9.0567,8.5743,2.55,513408091.29,7769239.37,491390465.57,51467515.33,58669254.2,1061566933.2,351300668.06,710266265.14
3732,1.2783,55.8556,26.3865,1.6194,2.3628,1.4024,2.2701,985509594.92,212855.96,939847184.11,32558014.13,10345981.01,1457710446.77,814213470.56,643496976.21
3733,6.5202,15.2438,61.5265,31.4155,32.1252,30.4302,10.872,83185934.5,4214955.95,95574775.04,24772832.02,28900632.24,116145603.12,17705056.67,98440546.45
3734,1.6824,32.0567,29.6449,10.6874,10.9712,9.5247,5.0602,275879336.47,3499186.55,167692070.34,34043737.52,23282107.58,312616629.62,100214606.26,212402023.36
3735,10.2596,6.9176,39.6506,23.4999,23.2179,24.2006,4.4307,318158496.78,13743506.09,318236505.64,68311772.69,67649943.74,362917743.07,25105091.09,337812651.98
3736,1.4366,50.3248,15.2716,9.7287,9.0364,5.4669,44.6457,3050498705.15,15525299.88,2857401490.79,167399088.49,88654407.39,1899656126.52,955998015.15,943658111.37
3737,1.1608,37.2515,10.3625,1.1838,1.2216,0.875,8.0085,986645664.23,-650011.22,990061044.36,61019045.42,7667657.94,1042074520.89,388188272.37,653886248.52
3738,0.8471,58.6149,14.0819,14.4504,8.2407,7.6607,10.3619,1945367455.24,22423182.27,2283333501.64,259628181.32,177004911.5,3590543077.37,2104592062.84,1485951014.53
3739,2.144,33.2355,48.0839,,40.1427,31.9169,5.2979,436619664.92,13962148.72,467394318.07,5520339.37,73639348.1,274762397.57,91318605.93,183443791.64
3740,8.3862,10.0388,46.4664,9.2978,8.509,10.2007,4.2031,188114469.01,6624107.88,178841319.37,31170247.85,36767278.61,438589706.93,44028961.95,394560744.98
3741,0.9649,54.3201,56.5421,16.6102,11.2064,8.0908,5.7764,3426664259.18,5490742.22,3565192646.88,472607295.01,317541586.31,4365855178.39,2371535183.29,1994319995.1
3742,2.3061,49.6649,16.1997,-14.0758,-18.9125,-8.1111,2.3795,58733082.43,1698137.22,33988500.73,-68029508.06,-36697815.32,395522663.69,196435737.71,199086925.98
3743,1.1592,80.2018,40.6024,,37.4806,12.677,1.6888,376400708.83,10340500.16,277227201.34,37442560.98,45436227.3,465831352.75,373605347.89,92226004.86
3744,2.7664,31.0534,28.67,12.1228,10.5356,10.6983,1.6079,435074410.15,8315516.53,417490277.04,-44154808.88,48220665.22,629780795.32,195568353.46,434212441.86
3745,1.0422,57.2933,37.1752,18.8359,14.0518,11.9999,2.0744,1712117473.81,85815183.4,987860186.13,84705030.81,284396755.47,3911495365.44,2241022875.08,1670472490.36
3746,0.7109,57.7277,-14.6985,5.6166,4.0454,2.546,1.3713,110912990.07,-427088.84,87078528.45,116666685.69,-9804246.36,1543455994.09,891001388.05,652454606.04
3747,1.0645,64.1683,22.8866,18.7548,11.6616,9.4797,5.5852,1507468883.67,29559160.66,871444265.51,46027158.04,134378923.37,2546452633.13,1634016214.95,912436418.18
3748,6.4705,11.8991,20.532,7.8897,7.4855,7.3009,11.0354,1690305333.68,10350052.95,2013251453.66,588243108.85,147632268.11,2250514166.49,267791715.26,1982722451.23
3749,3.9918,24.0448,42.1799,,10.0641,12.6604,5.1813,198022617.51,5344427.69,202236541.78,28997337.03,21586520.02,255532171.13,61442154.96,194090016.17
3750,2.3627,24.6778,18.8967,5.1721,4.9726,5.1676,3.9184,665453671.14,7374372.07,748961776.15,62251929.99,31313460.85,819583039.03,202254699.77,617328339.26
3751,1.2654,65.8433,16.9313,22.565,22.1383,9.1501,3.4717,1661180726.92,13067607.39,1552910627.2,138699686.71,113710796.96,1641476015.24,1080801170.44,560674844.8
3752,1.3741,23.903,20.6745,-0.9185,-0.7901,-0.6021,2.4105,382866740.21,-3101927.17,357759251.38,16469829.47,-4343935.17,1077778378.58,257621546.51,820156832.07
3753,3.1757,19.2049,40.1767,8.1934,7.8795,7.2891,2.1821,555130304.42,14067448.61,474310133.26,-21657740.74,88930685.87,1898600744.37,364624924.19,1533975820.18
3754,1.2738,53.1629,30.0178,2.2242,2.5032,3.0229,2.6219,3436927692.19,44623582.48,3060053535.06,328082212.25,91827494.12,7515652420.71,3995541375.1,3520111045.61
3755,0.7138,56.2711,31.8116,9.3895,7.2053,6.4796,6.3788,2755489344.89,7766998.77,3000968538.79,281018673.44,247460507.81,5979635184.44,3364807686.36,2614827498.08
3756,2.3765,40.8934,46.7478,18.4105,15.513,13.2417,2.1165,365343579.99,7865206.72,335384746.24,49627269.78,58339313.35,584690592.27,239099856.19,345590736.08
3757,5.8512,12.0089,22.9684,1.7763,1.307,1.3208,1.2768,356912322.43,-3862684.16,232789434.78,-31399833.35,22167962.73,1431450140.1,171901904.26,1259548235.84
3758,2.1104,41.7198,43.194,,15.8457,9.3615,4.1766,562144808.49,28695719.74,507231878.97,-471257.41,102651481.33,1403060382.51,585353672.64,817706709.87
3759,3.1893,30.2129,11.014,4.6882,4.9927,5.2518,5.5899,1010108368.74,6316241.79,891623589.0,-123658104.13,18435553.16,569548771.08,172077210.74,397471560.34
3760,1.4767,36.8704,23.4923,0.8223,1.9525,2.7465,3.1894,340121664.39,1035486.83,290845715.13,2864492.35,4165601.15,895230573.57,330075127.07,565155446.5
3761,1.119,71.0527,29.4191,6.2022,6.9931,4.1398,62.2075,5424069680.52,72014527.78,6031486565.5,544309252.07,43004548.28,2955600830.42,2100035317.84,855565512.58
3762,1.777,37.8414,24.8156,13.8351,11.404,10.6048,6.0505,637285434.91,10851349.05,659205545.58,101543701.2,68793394.15,844116751.8,319425341.23,524691410.57
3763,8.8432,7.8553,26.8268,10.3676,10.1882,10.9353,5.2715,436647981.38,7092947.32,418916191.51,36336779.47,43398811.34,588053856.64,46193617.05,541860239.59
3764,1.1689,69.1468,19.78,23.1388,20.2462,9.0658,2.5249,973201875.21,7638436.08,632780976.31,13129455.72,80368353.06,1384255975.37,957168895.2,427087080.17
3765,1.9564,34.2755,58.8799,-13.982,-12.9488,-9.3772,0.5567,46003287.7,,56701000.0,-42947075.5,-30807449.67,362587739.67,124278805.06,238308934.61
3766,1.5762,40.2352,28.7064,,12.5216,10.0778,3.47,541207304.24,10431067.33,546587268.44,73529516.89,40751528.5,540065222.65,217296509.05,322768713.6
3767,2.4847,31.5984,34.8113,28.9634,27.368,21.1475,12.4108,2369069435.42,13637684.77,2300868529.79,185140814.11,282339549.89,1646194522.7,520171276.38,1126023246.32
3768,1.344,79.0332,21.5305,38.4992,27.5724,12.8243,8.5346,3448447019.41,71856020.97,3632525831.82,685345344.64,374230719.9,5485650833.23,4335487983.28,1150162849.95
